,n1,n2,score
5106,l-rGtJt0E7PAklT0IK7oFQ,G9rBwcWp56C8r6ZFwVuimA,4.928
5107,l-rGtJt0E7PAklT0IK7oFQ,HrnSaz2f1WUEoAQQ6iD6gw,4.798
5108,l-rGtJt0E7PAklT0IK7oFQ,KSYONgGtrK0nKXfroB-bwg,4.74
5109,l-rGtJt0E7PAklT0IK7oFQ,zbrIMldF_O1ZQ0vpUaaa8A,4.514
5110,lNECraPTMtUPDJPjmF0tVA,HrnSaz2f1WUEoAQQ6iD6gw,62.998
5111,lNECraPTMtUPDJPjmF0tVA,G9rBwcWp56C8r6ZFwVuimA,8.985
5112,lNECraPTMtUPDJPjmF0tVA,DOfiulOub9hVPBCtiDl9Fw,7.476
5113,lNECraPTMtUPDJPjmF0tVA,q-1ICFSqs2MwDGfe5tX-SQ,6.725
5114,lNECraPTMtUPDJPjmF0tVA,45D7B9CqiUTTPUFcqmLx5Q,6.562
5115,lNECraPTMtUPDJPjmF0tVA,iBBV8vesQ8fo2IQA7an1JA,6.536
5116,lNECraPTMtUPDJPjmF0tVA,zbrIMldF_O1ZQ0vpUaaa8A,6.513
5117,lNECraPTMtUPDJPjmF0tVA,-TjT3y-Glfnbt6LbKETAYg,6.465
5118,lNECraPTMtUPDJPjmF0tVA,fqStx0SvwMFChX_HIdUeEQ,6.336
5119,lNECraPTMtUPDJPjmF0tVA,kbWKwvLXfJm5sLVfw-Foww,6.334
5120,l_slvEnh4v3W8BXF1gYlcQ,i5C6RVgr03HSrgCl8oa1Fg,13.41
5121,l_slvEnh4v3W8BXF1gYlcQ,EtM079Cj7-B3G7jPsGYb_Q,9.337
5122,l_slvEnh4v3W8BXF1gYlcQ,cAbdvzqtFLaAAMFIyPf2AA,7.689
5123,l_slvEnh4v3W8BXF1gYlcQ,sj2o49ZCq2iJlZxDNrHDaA,7.386
5124,l_slvEnh4v3W8BXF1gYlcQ,lu2UpRHLBZfvLG_caNEHKQ,7.317
5125,l_slvEnh4v3W8BXF1gYlcQ,WUGRmrfSzQCyeG6mYAM-vw,6.512
5126,l_slvEnh4v3W8BXF1gYlcQ,ycbmvmBYk4w_ZmdrPL0tBQ,6.487
5127,l_slvEnh4v3W8BXF1gYlcQ,uPaVoR6XHk12KT9KTr1WFw,6.437
5128,l_slvEnh4v3W8BXF1gYlcQ,-NXRuUsazxXZZ_OHwmtYtw,6.133
5129,l_slvEnh4v3W8BXF1gYlcQ,tthy48ZIX_wfY8Dy0Dvg6w,5.96
5130,lnGHZ_pEJNGT9pcGQ467Ew,ERzIS-WRLw-80_B4yqcG3Q,3.982
5131,lnGHZ_pEJNGT9pcGQ467Ew,3Wy21heeDm8h2tSZfcj6OA,3.507
5132,lnGHZ_pEJNGT9pcGQ467Ew,7wSnkgOORRCqVDa_n8Upxg,3.434
5133,lnGHZ_pEJNGT9pcGQ467Ew,6EPPtwJR1kdIfHiCjzCzuw,3.224
5134,lnGHZ_pEJNGT9pcGQ467Ew,MJI-bNIn3QDgiGggm9Wp1w,3.152
5135,lnGHZ_pEJNGT9pcGQ467Ew,yPSejq3_erxo9zdVYTBnZA,3.09
5136,lnGHZ_pEJNGT9pcGQ467Ew,7wcHZ80HLJVwUijAH_efJQ,3.066
5137,lnGHZ_pEJNGT9pcGQ467Ew,W7gSJz80DywKnPRIGjA2Bw,2.99
5138,lnGHZ_pEJNGT9pcGQ467Ew,hVKH5oED9NgGaZeIiF547A,2.967
5139,lnGHZ_pEJNGT9pcGQ467Ew,GuzbBFraIq-fbkjfvaTRvg,2.906
5140,lu2UpRHLBZfvLG_caNEHKQ,cAbdvzqtFLaAAMFIyPf2AA,18.898
5141,lu2UpRHLBZfvLG_caNEHKQ,EtM079Cj7-B3G7jPsGYb_Q,11.012
5142,lu2UpRHLBZfvLG_caNEHKQ,sj2o49ZCq2iJlZxDNrHDaA,9.373
5143,lu2UpRHLBZfvLG_caNEHKQ,i5C6RVgr03HSrgCl8oa1Fg,8.197
5144,lu2UpRHLBZfvLG_caNEHKQ,mEzH6V1ruMHJrgKuLGoi1g,8.112
5145,lu2UpRHLBZfvLG_caNEHKQ,gebiRewfieSdtt17PTW6Zg,7.52
5146,lu2UpRHLBZfvLG_caNEHKQ,l_slvEnh4v3W8BXF1gYlcQ,7.169
5147,lu2UpRHLBZfvLG_caNEHKQ,GuzbBFraIq-fbkjfvaTRvg,6.926
5148,lu2UpRHLBZfvLG_caNEHKQ,DOfiulOub9hVPBCtiDl9Fw,6.714
5149,lu2UpRHLBZfvLG_caNEHKQ,ycbmvmBYk4w_ZmdrPL0tBQ,6.629
5150,lwbFhaGaKUtwPdaXXjy3mQ,pUVRCYL8rT4I5Ry5FYkRsA,20.132
5151,lwbFhaGaKUtwPdaXXjy3mQ,RRGLss4hhvZZuR0N6GQlSw,18.1
5152,lwbFhaGaKUtwPdaXXjy3mQ,-ujBP1Dw0j1-Ffaz97-LXQ,17.006
5153,lwbFhaGaKUtwPdaXXjy3mQ,aYMpjij5ShtEoZueMrQPRw,7.619
5154,lwbFhaGaKUtwPdaXXjy3mQ,IljCDlZnTftfZEruqa4sRQ,6.802
5155,lwbFhaGaKUtwPdaXXjy3mQ,thlyktt2c7v1DyOpSVSibw,6.599
5156,lwbFhaGaKUtwPdaXXjy3mQ,QLHgjBHBoeIUoEvIPvjHnw,6.399
5157,lwbFhaGaKUtwPdaXXjy3mQ,1xsBRB203LiYLcC3mktfdA,6.274
5158,lwbFhaGaKUtwPdaXXjy3mQ,DOfiulOub9hVPBCtiDl9Fw,6.217
5159,lwbFhaGaKUtwPdaXXjy3mQ,bf32KWp9yvN-WT8c-QtbzA,6.187
5160,m4kvY0viCwxqRtgOycnKVQ,omnCKxL0f_akh0eYeJxjDg,4.817
5161,m4kvY0viCwxqRtgOycnKVQ,nYPzsOjvida-ne7swSPHpA,4.434
5162,m4kvY0viCwxqRtgOycnKVQ,9ugpNKKhnYRa51qXoxUw_A,4.261
5163,m4kvY0viCwxqRtgOycnKVQ,oGDGlUbOjHxmmCh8ZYcDCg,4.196
5164,m4kvY0viCwxqRtgOycnKVQ,yPSejq3_erxo9zdVYTBnZA,4.178
5165,m4kvY0viCwxqRtgOycnKVQ,eikRexw04kC6siBDkFnayQ,3.935
5166,m4kvY0viCwxqRtgOycnKVQ,6RBZfirnzE4NahJTn1UPNA,3.773
5167,m4kvY0viCwxqRtgOycnKVQ,KSYONgGtrK0nKXfroB-bwg,3.771
5168,m4kvY0viCwxqRtgOycnKVQ,DOfiulOub9hVPBCtiDl9Fw,3.734
5169,m4kvY0viCwxqRtgOycnKVQ,IDtLPgUrqorrpqSLdfMhZQ,3.632
5170,mAqgsZBTN-wsShMpkz2o9g,ghLjxj4HoSHdflBEz2lIqA,7.973
5171,mAqgsZBTN-wsShMpkz2o9g,BErYojCJSO959vzaz9JclQ,7.807
5172,mAqgsZBTN-wsShMpkz2o9g,wJiaLWAxfqDeFsmE2cI8tg,7.12
5173,mAqgsZBTN-wsShMpkz2o9g,RtJC7xavgAxOITQyAlGCbQ,7.059
5174,mAqgsZBTN-wsShMpkz2o9g,3Wy21heeDm8h2tSZfcj6OA,6.863
5175,mAqgsZBTN-wsShMpkz2o9g,thlyktt2c7v1DyOpSVSibw,6.856
5176,mAqgsZBTN-wsShMpkz2o9g,_Uyinj5wLMJ7x2cCfHO1Yg,6.844
5177,mAqgsZBTN-wsShMpkz2o9g,hPzPpfSjgQkpWCD7YjcY-A,6.786
5178,mAqgsZBTN-wsShMpkz2o9g,edDmC1Zcr5SVczbKBfiXqw,6.559
5179,mAqgsZBTN-wsShMpkz2o9g,34Eqv8jXgxg_EEwcsNgeeg,6.528
5180,mEzH6V1ruMHJrgKuLGoi1g,gebiRewfieSdtt17PTW6Zg,28.924
5181,mEzH6V1ruMHJrgKuLGoi1g,lu2UpRHLBZfvLG_caNEHKQ,8.971
5182,mEzH6V1ruMHJrgKuLGoi1g,cAbdvzqtFLaAAMFIyPf2AA,7.735
5183,mEzH6V1ruMHJrgKuLGoi1g,ycbmvmBYk4w_ZmdrPL0tBQ,7.106
5184,mEzH6V1ruMHJrgKuLGoi1g,wb6rAxDPWP_5AAl3CKCM1w,5.824
5185,mEzH6V1ruMHJrgKuLGoi1g,sj2o49ZCq2iJlZxDNrHDaA,5.458
5186,mEzH6V1ruMHJrgKuLGoi1g,izSgTrqebu8bN8ONOCs6cQ,5.419
5187,mEzH6V1ruMHJrgKuLGoi1g,EtM079Cj7-B3G7jPsGYb_Q,5.063
5188,mEzH6V1ruMHJrgKuLGoi1g,COSC9JC0Vjr89CaTZuPkUA,4.799
5189,mEzH6V1ruMHJrgKuLGoi1g,Js3m_GdqNUGnEgXJ8WMtfQ,4.743
5190,mPKqBWLSD8wxJLJ_4juY2w,34Eqv8jXgxg_EEwcsNgeeg,13.008
5191,mPKqBWLSD8wxJLJ_4juY2w,VgAKmXE8B7J0I_O_R13UKQ,9.167
5192,mPKqBWLSD8wxJLJ_4juY2w,YrNtBUOUOYwmRZ_UVwH8iQ,6.812
5193,mPKqBWLSD8wxJLJ_4juY2w,OM5beWRkxZSu1TShUC3EDw,4.683
5194,mPKqBWLSD8wxJLJ_4juY2w,izSgTrqebu8bN8ONOCs6cQ,4.264
5195,mPKqBWLSD8wxJLJ_4juY2w,MbzgGsMQpGyVrUJXi_Jw0Q,4.127
5196,mPKqBWLSD8wxJLJ_4juY2w,kwtKZ3fzM5jlR8Z7KIA17g,4.11
5197,mPKqBWLSD8wxJLJ_4juY2w,oGDGlUbOjHxmmCh8ZYcDCg,4.036
5198,mPKqBWLSD8wxJLJ_4juY2w,Hl_vXTiYLozWo7T9Cq17vw,4.031
5199,mPKqBWLSD8wxJLJ_4juY2w,0tbscjPg4IzURekIn_CJ1Q,3.917
5200,mYofSuxrIrPS2Gjsu-ZI4w,O2lFAWD2WXXx5EKkzPutWQ,9.512
5201,mYofSuxrIrPS2Gjsu-ZI4w,apdwYbDYSOgD89eEa8yDcw,3.716
5202,mYofSuxrIrPS2Gjsu-ZI4w,pUeTnGsnVi-H8RJ6prFFgw,3.653
5203,mYofSuxrIrPS2Gjsu-ZI4w,3tvi-OJ_-iK1ecjzSaH-oA,3.42
5204,mYofSuxrIrPS2Gjsu-ZI4w,yPSejq3_erxo9zdVYTBnZA,3.248
5205,mYofSuxrIrPS2Gjsu-ZI4w,5vIfUavd23X3lBzjnnc4QA,3.162
5206,mYofSuxrIrPS2Gjsu-ZI4w,WVuSLF5tLVqMGMmj5pn7mw,3.074
5207,mYofSuxrIrPS2Gjsu-ZI4w,wvD7TOuE-qUhkyXoi8K8hA,3.048
5208,mYofSuxrIrPS2Gjsu-ZI4w,tf6S06LD09IFDHUpOPqPaw,2.988
5209,mYofSuxrIrPS2Gjsu-ZI4w,425FOxIzHPcOB0niWc6-1w,2.964
5210,mZ-pJSdAVrBa7ioXVzE7-Q,eUIsUpG6KAonYxGoExzy2Q,14.086
5211,mZ-pJSdAVrBa7ioXVzE7-Q,xRapA2lG7mjJ6eOqHmxe-A,6.203
5212,mZ-pJSdAVrBa7ioXVzE7-Q,acqDz7WDsCS3WiLxHVceOg,5.993
5213,mZ-pJSdAVrBa7ioXVzE7-Q,3Wy21heeDm8h2tSZfcj6OA,5.841
5214,mZ-pJSdAVrBa7ioXVzE7-Q,skY6r8WAkYqpV7_TxNm23w,5.765
5215,mZ-pJSdAVrBa7ioXVzE7-Q,zbrIMldF_O1ZQ0vpUaaa8A,5.561
5216,mZ-pJSdAVrBa7ioXVzE7-Q,E7RtIisUoRMcADSebBgNAA,5.458
5217,mZ-pJSdAVrBa7ioXVzE7-Q,-TjT3y-Glfnbt6LbKETAYg,5.448
5218,mZ-pJSdAVrBa7ioXVzE7-Q,r926yelr_EJAKQCjdD6AWA,5.44
5219,mZ-pJSdAVrBa7ioXVzE7-Q,MX2YGruhd0sMNHZGK7p5-Q,5.303
5220,mdI-2l7dlqcODbVNIWEQBQ,6gAZriMqRfI0d4hse5o1Yg,10.106
5221,mdI-2l7dlqcODbVNIWEQBQ,8vMULlBjFJyS_836tOKnVQ,4.103
5222,mdI-2l7dlqcODbVNIWEQBQ,oyJdcjCTGEM2KiGqyJaFwA,4.057
5223,mdI-2l7dlqcODbVNIWEQBQ,xEjPCUocVTNszm3D39qmYg,3.952
5224,mdI-2l7dlqcODbVNIWEQBQ,GuzbBFraIq-fbkjfvaTRvg,3.922
5225,mdI-2l7dlqcODbVNIWEQBQ,WC53Z0z4g1wauYe3xnhSGQ,3.8
5226,mdI-2l7dlqcODbVNIWEQBQ,VUeRlNoPfxywzNxWHU2Tig,3.684
5227,mdI-2l7dlqcODbVNIWEQBQ,iIwnJPJJMVExGDwRE3UhUw,3.602
5228,mdI-2l7dlqcODbVNIWEQBQ,UFpCraqzFBAhtZqmxmiWsA,3.51
5229,mdI-2l7dlqcODbVNIWEQBQ,6m4A_ciUZn1G302yx1YV1w,3.502
5230,mwsA08gpaEALG3C1ZI4ktw,DqVpNtgFCP47n6frh-LREA,12.771
5231,mwsA08gpaEALG3C1ZI4ktw,6wPNzf-HzS-TDt6CjI_LSg,6.367
5232,mwsA08gpaEALG3C1ZI4ktw,QBNATcq7Stx9LxcSq16W7w,6.236
5233,mwsA08gpaEALG3C1ZI4ktw,iaLaRfHUysXkKd1iNCTWbw,6.224
5234,mwsA08gpaEALG3C1ZI4ktw,4dF9bWpFOKGiFmL3tFmvbQ,6.118
5235,mwsA08gpaEALG3C1ZI4ktw,LtxG9DTXCFpteVkD4SGBlw,6.029
5236,mwsA08gpaEALG3C1ZI4ktw,9JHhenxdM20EqmTQba6WyA,5.826
5237,mwsA08gpaEALG3C1ZI4ktw,S8saWaZlToeNoloR2fMrAQ,5.317
5238,mwsA08gpaEALG3C1ZI4ktw,QNilrbTi8912ye2ztnBMpA,4.955
5239,mwsA08gpaEALG3C1ZI4ktw,fqStx0SvwMFChX_HIdUeEQ,4.821
5240,mxZMSFUamk7SIf5ndCLAxA,1xsBRB203LiYLcC3mktfdA,15.769
5241,mxZMSFUamk7SIf5ndCLAxA,VguQ-YnKapMYMrfaKljWBg,15.59
5242,mxZMSFUamk7SIf5ndCLAxA,-e8RwknT5szoLk9uBZjzcw,9.093
5243,mxZMSFUamk7SIf5ndCLAxA,bf32KWp9yvN-WT8c-QtbzA,8.171
5244,mxZMSFUamk7SIf5ndCLAxA,kBqyg_L_Xn9jQTCHYODbRg,7.842
5245,mxZMSFUamk7SIf5ndCLAxA,eL4lyE7LNoXEMvpcJ8WNVw,7.589
5246,mxZMSFUamk7SIf5ndCLAxA,QBNATcq7Stx9LxcSq16W7w,7.5
5247,mxZMSFUamk7SIf5ndCLAxA,iBTc6XKgW5HESEZIii-G4g,7.469
5248,mxZMSFUamk7SIf5ndCLAxA,S8saWaZlToeNoloR2fMrAQ,7.429
5249,mxZMSFUamk7SIf5ndCLAxA,c-W17u2jiFOD2H_d6uo-bQ,7.194
5250,n6reYUBVF9buglcojgB0FQ,sCJEbsv0KEsx_IifiFjGDQ,264.99
5251,n6reYUBVF9buglcojgB0FQ,7oPREWTlY8RIMfwT1R0YYw,81.823
5252,n6reYUBVF9buglcojgB0FQ,U3grYFIeu6RgAAQgdriHww,7.983
5253,n6reYUBVF9buglcojgB0FQ,y4x_wAQvUxvTR8iV-JP4Jg,7.107
5254,n6reYUBVF9buglcojgB0FQ,sor6oj-nuslOcSx7di4urA,7.01
5255,n6reYUBVF9buglcojgB0FQ,7wcHZ80HLJVwUijAH_efJQ,6.06
5256,n6reYUBVF9buglcojgB0FQ,EXYbKA1tocvOK_1tXxZXLA,5.562
5257,n6reYUBVF9buglcojgB0FQ,2GiqDUNiTt5__ixRbzbqFw,4.87
5258,n6reYUBVF9buglcojgB0FQ,ijU7hEUbD1Nq7KKbi4nyeQ,4.422
5259,n6reYUBVF9buglcojgB0FQ,Ch6O9z9_hHDACROLTr2JUQ,3.971
5260,nB0dV8yPv29F3-CFMPG8cw,edJoBsse6nsF0BYh6pATAg,13.819
5261,nB0dV8yPv29F3-CFMPG8cw,qVitsouI4aBiYx1_Fjn0Pg,8.005
5262,nB0dV8yPv29F3-CFMPG8cw,WUGRmrfSzQCyeG6mYAM-vw,7.098
5263,nB0dV8yPv29F3-CFMPG8cw,YnC3GioeL6aVCFD3ut2hYw,7.048
5264,nB0dV8yPv29F3-CFMPG8cw,kbWKwvLXfJm5sLVfw-Foww,6.763
5265,nB0dV8yPv29F3-CFMPG8cw,GBD-YjcOD1nG0wv4L0Lvfg,6.39
5266,nB0dV8yPv29F3-CFMPG8cw,lu2UpRHLBZfvLG_caNEHKQ,6.015
5267,nB0dV8yPv29F3-CFMPG8cw,cAbdvzqtFLaAAMFIyPf2AA,5.968
5268,nB0dV8yPv29F3-CFMPG8cw,ZRy4atrG3YHdb__qtE0FsA,5.866
5269,nB0dV8yPv29F3-CFMPG8cw,vhWlxyLEWAbNOMtQ42yzFg,5.747
5270,nMn4CTJQPXqpgLltYQrxMA,UBK6zb5-XUETfVzYkRTj1Q,13.426
5271,nMn4CTJQPXqpgLltYQrxMA,1oGCzoCC6HnQWpdK9cCP0g,7.121
5272,nMn4CTJQPXqpgLltYQrxMA,XgehM3pBZWuXi45J2dqRJQ,6.599
5273,nMn4CTJQPXqpgLltYQrxMA,aYMpjij5ShtEoZueMrQPRw,6.231
5274,nMn4CTJQPXqpgLltYQrxMA,hDr_bt6MEwlGvGCCKzyzhg,6.18
5275,nMn4CTJQPXqpgLltYQrxMA,8Lbz0hfE4MWzd7yDu9atBA,6.162
5276,nMn4CTJQPXqpgLltYQrxMA,bp482wqF6v80AltDNlPDfw,5.739
5277,nMn4CTJQPXqpgLltYQrxMA,BErYojCJSO959vzaz9JclQ,5.715
5278,nMn4CTJQPXqpgLltYQrxMA,GwtVBqKzW9j0zNQ7nYnT5g,5.7
5279,nMn4CTJQPXqpgLltYQrxMA,DOfiulOub9hVPBCtiDl9Fw,5.65
5280,nYPzsOjvida-ne7swSPHpA,cEN8j6jL0OJ0zhe-AX58Hw,7.002
5281,nYPzsOjvida-ne7swSPHpA,JpwG8sDNsHuD0f6NF6YuGw,6.878
5282,nYPzsOjvida-ne7swSPHpA,EtbukcoR6QW6_5fEeFcVoQ,5.176
5283,nYPzsOjvida-ne7swSPHpA,B1yPXzIIJrLWyTcE4jsYuQ,4.736
5284,nYPzsOjvida-ne7swSPHpA,KSYONgGtrK0nKXfroB-bwg,4.529
5285,nYPzsOjvida-ne7swSPHpA,m4kvY0viCwxqRtgOycnKVQ,4.37
5286,nYPzsOjvida-ne7swSPHpA,9ugpNKKhnYRa51qXoxUw_A,4.309
5287,nYPzsOjvida-ne7swSPHpA,yPSejq3_erxo9zdVYTBnZA,4.162
5288,nYPzsOjvida-ne7swSPHpA,EZc2myE2mYk2h9JK9qu8gw,4.097
5289,nYPzsOjvida-ne7swSPHpA,vyOVT4bcW227LRwJGHTeSw,3.796
5290,n_RyzuCAiR4yW2JLkl0Jng,XyYsl2OyoMi6OMvzsdcVoQ,19.208
5291,n_RyzuCAiR4yW2JLkl0Jng,2l-spLLGUzRiZg8dF623Nw,16.152
5292,n_RyzuCAiR4yW2JLkl0Jng,Ss6f5v_t5Vddiaz4ZOxL0g,9.92
5293,n_RyzuCAiR4yW2JLkl0Jng,JWFpjvCc_nkNDVtMPx1ZGg,8.178
5294,n_RyzuCAiR4yW2JLkl0Jng,pQh2GzkAnbLKiDqEpxcylQ,7.985
5295,n_RyzuCAiR4yW2JLkl0Jng,r926yelr_EJAKQCjdD6AWA,7.038
5296,n_RyzuCAiR4yW2JLkl0Jng,3tvi-OJ_-iK1ecjzSaH-oA,6.405
5297,n_RyzuCAiR4yW2JLkl0Jng,IZZ7J14VnJGyUqYH1tgT6w,6.22
5298,n_RyzuCAiR4yW2JLkl0Jng,BErYojCJSO959vzaz9JclQ,5.98
5299,n_RyzuCAiR4yW2JLkl0Jng,IoihJkcF2FcE-sHOneat-A,5.842
5300,nnn78cplvQGZSMVblpI5gQ,i9ASBmmIJS3RjN_UP-TtKw,6.657
5301,nnn78cplvQGZSMVblpI5gQ,1kVnChI4aqsPw9i2PVqkkw,3.591
5302,nnn78cplvQGZSMVblpI5gQ,od_MWVpghkvSsl1HKasM9A,3.587
5303,nnn78cplvQGZSMVblpI5gQ,PHSda9zEwtFicCICD6TP1A,3.554
5304,nnn78cplvQGZSMVblpI5gQ,v5jxpGnKbx3vVxs28dgokQ,3.399
5305,nnn78cplvQGZSMVblpI5gQ,r8tU21scBflMxWiBESPtRQ,3.352
5306,nnn78cplvQGZSMVblpI5gQ,grBPIq_eJCT_SGuhvMrUZQ,3.314
5307,nnn78cplvQGZSMVblpI5gQ,2QaNH5-RCRNIkToUOBc22Q,3.247
5308,nnn78cplvQGZSMVblpI5gQ,VciWUuWgNshjkRDPHiFCoQ,3.246
5309,nnn78cplvQGZSMVblpI5gQ,3Wy21heeDm8h2tSZfcj6OA,3.209
5310,noiUCN8A9Vdm9pUbWX6K-w,MX2YGruhd0sMNHZGK7p5-Q,10.096
5311,noiUCN8A9Vdm9pUbWX6K-w,l-rGtJt0E7PAklT0IK7oFQ,5.955
5312,noiUCN8A9Vdm9pUbWX6K-w,r2IhvKZQ_wLR5mLBnPOilg,4.981
5313,noiUCN8A9Vdm9pUbWX6K-w,3Wy21heeDm8h2tSZfcj6OA,4.836
5314,noiUCN8A9Vdm9pUbWX6K-w,skY6r8WAkYqpV7_TxNm23w,4.759
5315,noiUCN8A9Vdm9pUbWX6K-w,vhWlxyLEWAbNOMtQ42yzFg,4.578
5316,noiUCN8A9Vdm9pUbWX6K-w,CoZ2mpsMBP8HUG1ymKoZTg,4.552
5317,noiUCN8A9Vdm9pUbWX6K-w,zbrIMldF_O1ZQ0vpUaaa8A,4.514
5318,noiUCN8A9Vdm9pUbWX6K-w,DOfiulOub9hVPBCtiDl9Fw,4.474
5319,noiUCN8A9Vdm9pUbWX6K-w,QFh-h_OZ5Io-mBk32HN28A,4.465
5320,nx01nL2of3ngBwA6XZYqEg,6EizP0XyqITuGZ8GZMI9Lw,6.007
5321,nx01nL2of3ngBwA6XZYqEg,RtJC7xavgAxOITQyAlGCbQ,5.089
5322,nx01nL2of3ngBwA6XZYqEg,C-zgOpqD2K0xDJU4ty7zKg,5.044
5323,nx01nL2of3ngBwA6XZYqEg,SZU9c8V2GuREDN5KgyHFJw,4.956
5324,nx01nL2of3ngBwA6XZYqEg,1U8Kt44FIkC7RnJsNjaMTA,4.954
5325,nx01nL2of3ngBwA6XZYqEg,3Wy21heeDm8h2tSZfcj6OA,4.847
5326,nx01nL2of3ngBwA6XZYqEg,8Vo6LN9gqULhXzoxj5k6kQ,4.842
5327,nx01nL2of3ngBwA6XZYqEg,BErYojCJSO959vzaz9JclQ,4.672
5328,nx01nL2of3ngBwA6XZYqEg,DOfiulOub9hVPBCtiDl9Fw,4.637
5329,nx01nL2of3ngBwA6XZYqEg,thlyktt2c7v1DyOpSVSibw,4.586
5330,o4IiNbNybcy-L4vzTSoDJw,5uNCvNy9L6peKeKP1RRPyg,7.389
5331,o4IiNbNybcy-L4vzTSoDJw,3Wy21heeDm8h2tSZfcj6OA,6.858
5332,o4IiNbNybcy-L4vzTSoDJw,tthy48ZIX_wfY8Dy0Dvg6w,6.696
5333,o4IiNbNybcy-L4vzTSoDJw,CoZ2mpsMBP8HUG1ymKoZTg,6.365
5334,o4IiNbNybcy-L4vzTSoDJw,iBBV8vesQ8fo2IQA7an1JA,6.322
5335,o4IiNbNybcy-L4vzTSoDJw,fiQxkb1pfPpvrr0oYYYBcA,6.151
5336,o4IiNbNybcy-L4vzTSoDJw,-TjT3y-Glfnbt6LbKETAYg,6.112
5337,o4IiNbNybcy-L4vzTSoDJw,UA3HxLprLSOO9J6l1iR2Cg,6.067
5338,o4IiNbNybcy-L4vzTSoDJw,Ss6f5v_t5Vddiaz4ZOxL0g,6.049
5339,o4IiNbNybcy-L4vzTSoDJw,U3grYFIeu6RgAAQgdriHww,5.837
5340,oGDGlUbOjHxmmCh8ZYcDCg,DOfiulOub9hVPBCtiDl9Fw,12.535
5341,oGDGlUbOjHxmmCh8ZYcDCg,-e8RwknT5szoLk9uBZjzcw,10.032
5342,oGDGlUbOjHxmmCh8ZYcDCg,c-W17u2jiFOD2H_d6uo-bQ,8.967
5343,oGDGlUbOjHxmmCh8ZYcDCg,8Vo6LN9gqULhXzoxj5k6kQ,7.927
5344,oGDGlUbOjHxmmCh8ZYcDCg,3Wy21heeDm8h2tSZfcj6OA,7.847
5345,oGDGlUbOjHxmmCh8ZYcDCg,thlyktt2c7v1DyOpSVSibw,7.603
5346,oGDGlUbOjHxmmCh8ZYcDCg,kwtKZ3fzM5jlR8Z7KIA17g,7.457
5347,oGDGlUbOjHxmmCh8ZYcDCg,omnCKxL0f_akh0eYeJxjDg,7.453
5348,oGDGlUbOjHxmmCh8ZYcDCg,EZc2myE2mYk2h9JK9qu8gw,7.423
5349,oGDGlUbOjHxmmCh8ZYcDCg,v4lz71o76wWD8H15NsbZGA,7.31
5350,oJsuZohTOk7oTiA7K3aqRw,vyOVT4bcW227LRwJGHTeSw,8.483
5351,oJsuZohTOk7oTiA7K3aqRw,yPSejq3_erxo9zdVYTBnZA,2.611
5352,oJsuZohTOk7oTiA7K3aqRw,bXrQejeR66IwebuhxPS7GA,2.611
5353,oJsuZohTOk7oTiA7K3aqRw,Tw5tderBUFzj7fRLVZm2Bg,2.332
5354,oJsuZohTOk7oTiA7K3aqRw,6m4A_ciUZn1G302yx1YV1w,2.331
5355,oJsuZohTOk7oTiA7K3aqRw,OzGk7arJv6FPrWqaYSvyKQ,2.305
5356,oJsuZohTOk7oTiA7K3aqRw,T9I4G6Or3sAbyYmB7c23hw,2.232
5357,oJsuZohTOk7oTiA7K3aqRw,Iw3lHwjwIjvfsgVOwpF_UQ,2.196
5358,oJsuZohTOk7oTiA7K3aqRw,Kthnb7PjDSd7FsBp4wqoHA,2.149
5359,oJsuZohTOk7oTiA7K3aqRw,RtJC7xavgAxOITQyAlGCbQ,2.128
5360,oJwMmSZKJOnMboZ_z67MZw,2h3SEwpI6fiuTF9mcN1S_Q,10.94
5361,oJwMmSZKJOnMboZ_z67MZw,Tc1L4BH_2pkCywkAEfCQRg,10.149
5362,oJwMmSZKJOnMboZ_z67MZw,-ALqLSTzkGDMscHdxA1NgA,7.394
5363,oJwMmSZKJOnMboZ_z67MZw,BaWVwChTW_MqkKru_WZp3g,3.916
5364,oJwMmSZKJOnMboZ_z67MZw,ENp_DT0yXdIzdk_O8Ti_kQ,3.467
5365,oJwMmSZKJOnMboZ_z67MZw,-H-fZonTLitwHFY_PLAIjA,3.298
5366,oJwMmSZKJOnMboZ_z67MZw,yPSejq3_erxo9zdVYTBnZA,3.119
5367,oJwMmSZKJOnMboZ_z67MZw,ifjluUv4VASwmFqEp8cWlQ,2.998
5368,oJwMmSZKJOnMboZ_z67MZw,TUtf4FLtotdQDleYpRIfnw,2.991
5369,oJwMmSZKJOnMboZ_z67MZw,tthy48ZIX_wfY8Dy0Dvg6w,2.964
5370,oXP5aohLv5e7R4eahaGXkQ,9JHhenxdM20EqmTQba6WyA,3.858
5371,oXP5aohLv5e7R4eahaGXkQ,iaLaRfHUysXkKd1iNCTWbw,3.595
5372,oXP5aohLv5e7R4eahaGXkQ,PPcz-0UtIJ8O7xDT551y2g,3.447
5373,oXP5aohLv5e7R4eahaGXkQ,QBNATcq7Stx9LxcSq16W7w,3.351
5374,oXP5aohLv5e7R4eahaGXkQ,fqStx0SvwMFChX_HIdUeEQ,3.157
5375,oXP5aohLv5e7R4eahaGXkQ,DqVpNtgFCP47n6frh-LREA,2.874
5376,oXP5aohLv5e7R4eahaGXkQ,znlrxrY4InSx7ekPZxoHRw,2.852
